"created_at","id","quote_count","retweet_count","text","favorite_count"
"Sat Mar 21 12:18:37 +0000 2026","tweet-2035330236112625953","0","0","giatay i missed the live bushet man gud ning hilanat bida bida","0"
"Tue Mar 24 00:39:02 +0000 2026","tweet-2036241343794782647","0","0","mikyath our patron saint of hilanat","1"
"Thu Mar 26 20:35:20 +0000 2026","tweet-2037267177062146252","0","0","There a new wavelength in town!

The PIXELTARDS run muck.

Meet Hz.ules!

Hahaha

Braaap 

:)","0"
"Sat Mar 28 22:19:41 +0000 2026","tweet-2038018215897350530","0","0","#ye","0"
"Mon Mar 23 15:21:30 +0000 2026","tweet-2036101033810927771","0","0","Hilanat guro ta ani ky way inom2 coke.","0"
"Thu Mar 26 08:13:43 +0000 2026","tweet-2037080542340907295","0","0","deixa o cara...","0"
"Wed Mar 25 00:54:37 +0000 2026","tweet-2036607653645066613","0","0","it doesnt matter what happens to you or me","0"
"Sun Mar 22 23:51:56 +0000 2026","tweet-2035867104000594173","0","0","nansd ta aning arat tutnlan hilanat gyud ni padung mn","0"
"Tue Mar 24 03:39:28 +0000 2026","tweet-2036286751061451000","0","0","Yawa ba ni ako hilanat oy","0"
"Mon Mar 23 22:09:05 +0000 2026","tweet-2036203608535081288","0","0","My Kawasan Canyoneering Adventure business...Mabuhay! Badian, Cebu, Philippines...Book now! Whatsapp 09224481770 https://t.co/zfBr63Ri5h","0"
"Sat Mar 28 05:12:01 +0000 2026","tweet-2037759595553157571","0","0","TAPKE KOIK WORDLEI ADMINID, POOGE NAD FAKING ULES","0"
"Sun Mar 22 17:26:55 +0000 2026","tweet-2035770209189994611","0","0","#ramazanhocayaözgürlük https://t.co/AIpS1SES7o","0"
"Tue Mar 24 01:49:21 +0000 2026","tweet-2036259039802519909","0","0","dutlan jud hilanat🤒","0"
"Sat Mar 28 11:17:11 +0000 2026","tweet-2037851492024013125","0","0","QUE","0"
"Fri Mar 27 09:34:23 +0000 2026","tweet-2037463231288246302","0","0","https://t.co/DNpY5UcfE6","0"
"Thu Mar 26 11:21:27 +0000 2026","tweet-2037127787719647528","0","0","LISTENING TO WOR$T GIRL IN AMERICA YEEEEEEES","0"
"Sat Mar 21 12:00:44 +0000 2026","tweet-2035325733380231304","1","11","Fermez vos gu*ules vous nous emm*dez avec vos h*mmes sous œstrogènes les femmes masculinistes. Vous aimez les b*tes, c’est pas le problème des lesbiennes.","240"
"Thu Mar 26 20:35:25 +0000 2026","tweet-2037267198897729643","0","0","++ hubag2 sa kalawasan. NABOANG NAMAN NING LAWASA OY! wa na kontento sa 2 days nga hilanat ha!","0"
"Sun Mar 29 01:36:42 +0000 2026","tweet-2038067793510511063","0","0","ppl are right you really do just wake up and stop being heartbroken","0"
